song_title,lyrics
Over Now,"""Good Night...""
Yeah, it's over now, but I can breathe somehow
When it's all worn out, I'd rather go without
You know its been on my mind
Could you stand right there
Look me straight in the eye and say
That it's over now
We pay our debt sometime
Well it's over now, yet I can see somehow
When its all gone wrong, it's hard to be so strong
You know its been on my mind
Could you stand right there
Look me straight in the eye and say
That it's over now
We pay our debt sometime
Yeah, we pay our debt sometime
We pay our debt sometime
Yeah, we pay our debt sometime
Guess it's over now, I seem alive somehow
When it's out of sight, just wait and do your time
You know its been on my mind
Could I stand right here
Look myself in the eye and say
That it's over now
We pay our debt sometime
Yeah, we pay our debt sometime
We pay our debt sometime
Yeah, we pay our debt sometime"
Rotten Apple,"Hey Ah Na Na
Innocence is over
Hey Ah Na Na
Over
Hey Ah Na Na
Ignorance is spoken
Hey Ah Na Na
Spoken
Hey Ah Na Na
Confidence is broken
Hey Ah Na Na
Broken
Hey Ah Na Na
Sustenance is stolen
Hey Ah Na Na
Stolen
Hey Ah Na Na
Arrogance is potent
Hey Ah Na Na
Potent, yeah
What I see is unreal
I've written my own part
Eat of the apple, so young
I'm crawling back to start
Hey Ah Na Na
I repent tomorrow
Hey Ah Na Na
Tomorrow
Hey Ah Na Na
I suspend my sorrow
Hey Ah Na Na
Sorrow, yeah
What I see is unreal
I've written my own part
Eat of the apple, so young
I'm crawling back to start
Hey Ah Na Na
A romance is fallen
Hey Ah Na Na
Fallen
Hey Ah Na Na
Recommend you borrow
Hey Ah Na Na
Borrow, yeah
What I see is unreal
I've written my own part
Eat of the apple, so young
I'm crawling back to start
Hey Ah Na Na (4x)"
Nutshell,"We chase misprinted lies
We face the path of time
And yet I fight
And yet I fight
This battle all alone
No one to cry to
No place to call home
Oooh...Oooh...
Oooh...Oooh...
My gift of self is raped
My privacy is raked
And yet I find
And yet I find
Repeating in my head
If I can't be my own
I'd feel better dead
Oooh...Oooh...
Oooh...Oooh..."
I Stay Away,"Yeah, I want to travel south this year
Aaah, Woah, Woah
Won't prevent safe passage here
Why you act crazy
Not an act maybe
So close a lady
Shifty eyes shady
Yeah, hey Yeah, tears that soak
A callous heart
Why you act frightened
I am enlightened
Your weakness builds me
So someday you'll see
I stay away
Why you act crazy
Not an act maybe
So close a lady
Shifty eyes shady
I stay away"
No Excuses,"It's alright
There comes a time
Got no patience to search for peace of mind
Layin' low
Want to take it slow
No more hiding or disguising truths I've sold
Everyday it's something hits me all so cold
Find me sittin' by myself, no excuses, then I know
It's okay
Had a bad day
Hands are bruised from breaking rocks all day
Drained and blue
I bleed for you
You think it's funny, well you're drowning in it too
Everyday it's something hits me all so cold
Find me sittin' by myself, no excuses, then I know
Yeah, it's fine
We'll walk down the line
Leave our rain, a cold trade for warm sunshine
You my friend
I will defend
And if we change, well I love you anyway
Everyday it's something hits me all so cold
Find me sittin' by myself, no excuses, then I know"
Whale & Wasp,(Instrumental)
Don't Follow,"Hey, I ain't never coming home
Hey, I'll just wander my own road
Hey, I can't meet you here tomorrow
Say goodbye don't follow
Misery so hollow
Hey you, you're livin' life full throttle
Hey you, pass me down that bottle, yeah
Hey you, you can't shake me round now
I get so lost and don't know how, yeah
And it hurts to care, I'm going down
Forgot my woman, lost my friends
Things I'd done and where I've been
Sleep in sweat the mirrors cold
See my face it's growin' old
Scared to death no reason why
Do whatever to get me by
Think about the things I said
Read the page it's cold and dead
Take me home
Take me home
Take me home
Take me home
Take me home
Say goodbye Don't follow"
Swing On This,"Mother said come home
Father said come home
Sisters said come home
So my friends said come home
I said
Let me be, I'm alright
Can't you see, I'm just fine
Little skinny, okay
I'm asleep anyway
Then I heard a voice
Said ""Son you have a choice""
I then slapped my face
Let me be, I'm okay
I'm awake anyway
It's too bright over there
I can shift, cannot steer
So I drive them away
For a while, then I stay
Little skinny, okay
I'm awake anyway
Now I have to go home
Do as, when in Rome
Let me be, I'm alright
Can't you see I'm just fine
Little skinny, okay
I'm asleep anyway
Let me be, I'm okay
I'm awake anyway
""Toby's still laughing. It sounds fuckin' pretty good!
I'm laughing. That's tight as shit, what are you talkin' about?"""
Them Bones,"I believe them bones are me
Some say we're born into the grave
I feel so alone, gonna end up a
Big ole pile a them bones
Dust rise right on over my time
Empty fossil of the new scene
I feel so alone, gonna wind up a
Big ole pile a them bones
Toll due bad dream come true
I lie dead gone under red sky
I feel so alone, gonna end up a
Big ole pile a them...
I feel so alone, gonna end up a
Big ole pile a them...
I feel so alone, gonna end up a
Big ole pile a them bones"
Dam That River,"I broke you in the canyon
I drowned you in the lake
You a snake that I would trample
Only thing I'd not embrace
Oh, you couldn't dam that river
And maybe I don't give a damn anyway
So you couldn't dam that river
And it washed me so far away
I pushed and then you stumbled
I kicked you in the face
You stare at me so hollow
Got to keep that killin' pace
Oh, you couldn't dam that river
And maybe I don't give a damn anyway
So you couldn't dam that river
And it washed me so far away
I burned the place around you
I hit you with a rake
You piss upon my candle
So proving you're a fake
Oh, you couldn't dam that river
And maybe I don't give a damn anyway
So you couldn't dam that river
And it washed me so far away"
Rain When I Die,"Is she ready to know my frustration?
What she slippin' inside, slow castration
I'm a riddle so strong, you can't break me
Did she come here to try, try to take me
Did she call my name?
I think it's gonna rain
When I die
Was it something I said, held against me?
Ain't no life on the run, slowly climbing
Caught in ice so she stares, stares at nothing
I can help her but won't, now she hates me
She won't let me hide
She don't want me to cry
Will she keep on the ground, trying to ground me
Slowly forgive my lie, lying to save me
Could she love me again, or will she hate me
Prob'ly not, I know why, can't explain me
Did she call my name?
I think it's gonna rain
When I die"
Down In A Hole,"Bury me softly in this womb
I give this part of me for you
Sand rains down and here I sit
Holding rare flowers
In a tomb...in bloom
Down in a hole and I don't know if I can be saved
See my heart I decorate it like a grave
You don't understand who they
Thought I was supposed to be
Look at me now a man
Who won't let himself be
Down in a hole, feeling so small
Down in a hole, losing my soul
I'd like to fly,
But my wings have been so denied
Down in a hole and they've put all
The stones in their place
I've eaten the sun so my tongue
Has been burned of the taste
I have been guilty
Of kicking myself in the teeth
I will speak no more
of my feelings beneath
Down in a hole, feeling so small
Down in a hole, losing my soul
I'd like to fly
But my wings have been so denied
Bury me softly in this womb
Oh I want to be inside of you
I give this part of me for you
Oh I want to be inside of you
Sand rains down and here I sit
Holding rare flowers (Oh I want to be inside of you)
In a tomb...in bloom
Oh I want to be inside...
Down in a hole, feeling so small
Down in a hole, losing my soul
Down in a hole, feeling so small
Down in a hole, outta control
I'd like to fly
My wings have been so denied"
Sickman,"What the hell am I?
Thousand eyes, a fly
Lucky then I'd be
In one day deceased
Sickman, sickman, sickman
I can feel the wheel, but I can't steer
When my thoughts become my biggest fear
Ah, what's the difference, I'll die
In this sick world of mine
What the hell am I?
Leper from inside
Inside wall of peace
Dirty and diseased
Sickman, sickman, sickman, sickman
I can see the end is getting near
I won't rest until my head is clear
Ah, what's the difference, I'll die
In this sick world of mine
Can you see the end?
Choke on me my friend
Must to drown these thoughts
Purity over rot
(spoken in backround)
""Yeah, though I walk through the valley of rape and despair
With head high and eyes alert
I tread on a plane of many
We who are of good nature and intention,
But cannot touch on the dark
Recesses of memory
And pain learned, so come walk
With me, feel the pain,
And release it...""
What the hell am I?
Worn eroded pride
Saddened 10 miles wide
I'm gonna let it slide
Sickman, sickman, sickman, sickman
I can feel the wheel, but I can't steer
When my thoughts become my biggest fear
Ah, what's the difference, I'll die
In this sick world of mine
Ahh, etc., etc."
